Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-09-26,2016,9,26,Monday,39,2016-39,54.28,54.34,53.86,54.04,7755600,47.97,-0.007165119142724663,48.16357142857142,49.5686
2016-09-27,2016,9,27,Tuesday,39,2016-39,54.0,54.21,53.82,54.19,6463700,48.11,0.0027756115470212173,48.028571428571425,49.5238
2016-09-28,2016,9,28,Wednesday,39,2016-39,53.88,54.08,53.53,53.98,8593500,47.92,-0.003875496887041585,47.945,49.477999999999994
2016-09-29,2016,9,29,Thursday,39,2016-39,53.88,54.0,52.91,53.45,11993500,47.45,-0.009818463194296245,47.887857142857136,49.409000000000006
2016-09-30,2016,9,30,Friday,39,2016-39,53.65,54.39,53.56,54.14,13767800,48.06,0.012909235857235801,47.85142857142858,49.3512
2016-10-03,2016,10,3,Monday,40,2016-40,54.1,54.15,53.67,53.84,5478600,47.79,-0.005540892427441713,47.84214285714285,49.2826
2016-10-04,2016,10,4,Tuesday,40,2016-40,54.13,54.13,53.41,53.53,6176400,47.52,-0.005758051838509193,47.818571428571424,49.2078
2016-10-05,2016,10,5,Wednesday,40,2016-40,53.5,53.76,53.28,53.35,7451400,47.36,-0.003362628694522529,47.770714285714284,49.123400000000004
2016-10-06,2016,10,6,Thursday,40,2016-40,53.3,53.48,53.03,53.14,6130300,47.17,-0.0039361151919612425,47.732142857142854,49.043200000000006
2016-10-07,2016,10,7,Friday,40,2016-40,53.37,53.61,53.0,53.46,7279700,47.46,0.006021834091504141,47.760714285714286,48.9626
2016-10-10,2016,10,10,Monday,41,2016-41,53.53,53.6,53.27,53.3,7224300,47.32,-0.0029926933782228327,47.760714285714286,48.882
2016-10-11,2016,10,11,Tuesday,41,2016-41,53.13,53.4,52.74,52.92,9720400,46.98,-0.007129656847371435,47.69357142857143,48.802
2016-10-12,2016,10,12,Wednesday,41,2016-41,53.01,53.47,52.78,53.16,6320500,47.19,0.004535130820456645,47.61571428571428,48.7386
2016-10-13,2016,10,13,Thursday,41,2016-41,52.88,53.13,52.67,52.95,6958100,47.0,-0.003950182768805988,47.521428571428565,48.6854
2016-10-14,2016,10,14,Friday,41,2016-41,53.12,53.37,52.96,53.08,6430100,47.12,0.0024550491306045696,47.46071428571428,48.6438
2016-10-17,2016,10,17,Monday,42,2016-42,52.94,53.15,52.69,52.76,5223500,46.84,-0.0060286407186928015,47.370000000000005,48.5882
2016-10-18,2016,10,18,Tuesday,42,2016-42,53.24,53.32,52.59,52.61,6550400,46.7,-0.002843113515137219,47.28285714285715,48.53939999999999
2016-10-19,2016,10,19,Wednesday,42,2016-42,52.91,53.74,52.9,53.15,9095300,47.18,0.010264130107172864,47.26357142857143,48.503
2016-10-20,2016,10,20,Thursday,42,2016-42,53.36,53.74,52.91,53.59,9286800,47.57,0.008278616342234812,47.228571428571435,48.467
2016-10-21,2016,10,21,Friday,42,2016-42,53.42,53.7,53.25,53.63,6767200,47.61,0.0007462982181056788,47.215714285714284,48.4344
2016-10-24,2016,10,24,Monday,43,2016-43,53.9,54.46,53.89,54.18,6919700,48.1,0.010255530503414434,47.25714285714286,48.4116
2016-10-25,2016,10,25,Tuesday,43,2016-43,54.1,54.17,53.5,53.67,6052800,47.64,-0.009413171635185513,47.277142857142856,48.3834
2016-10-26,2016,10,26,Wednesday,43,2016-43,53.6,53.84,53.36,53.63,5817800,47.61,-0.0007452659637883219,47.308571428571426,48.3526
2016-10-27,2016,10,27,Thursday,43,2016-43,53.6,53.83,53.13,53.59,7900000,47.57,-0.0007457416724244714,47.316428571428574,48.3134
2016-10-28,2016,10,28,Friday,43,2016-43,53.65,53.84,53.11,53.53,6620300,47.52,-0.0011198081675992677,47.330714285714286,48.278
2016-10-31,2016,10,31,Monday,44,2016-44,53.7,53.7,53.06,53.07,9142500,47.11,-0.008593295245269639,47.339999999999996,48.244800000000005
2016-11-01,2016,11,1,Tuesday,44,2016-44,53.14,53.21,52.09,52.5,15425800,46.61,-0.01074035162299214,47.298571428571435,48.1854
2016-11-02,2016,11,2,Wednesday,44,2016-44,52.34,53.46,52.31,52.98,10851700,47.03,0.009142741240999452,47.300714285714285,48.1246
2016-11-03,2016,11,3,Thursday,44,2016-44,52.99,53.0,51.34,51.77,21847300,45.96,-0.02283879901357233,47.21785714285715,48.03020000000001
2016-11-04,2016,11,4,Friday,44,2016-44,51.43,53.74,50.84,52.75,21956800,46.83,0.018929799854806362,47.21714285714285,47.949600000000004
2016-11-07,2016,11,7,Monday,45,2016-45,53.5,54.68,53.19,54.49,14916800,48.37,0.03298578751924164,47.33642857142856,47.8998
2016-11-08,2016,11,8,Tuesday,45,2016-45,54.4,54.79,54.12,54.62,9352000,48.49,0.002385743832057363,47.43,47.8612
2016-11-09,2016,11,9,Wednesday,45,2016-45,53.2,54.82,52.8,54.58,13727800,48.45,-0.0007323036709435682,47.49285714285715,47.8288
2016-11-10,2016,11,10,Thursday,45,2016-45,54.64,54.82,53.51,53.57,13621700,47.55,-0.018504926989167836,47.48857142857143,47.781400000000005
2016-11-11,2016,11,11,Friday,45,2016-45,53.43,53.99,53.25,53.93,8436400,47.87,0.006720155171210607,47.472142857142856,47.739
2016-11-14,2016,11,14,Monday,46,2016-46,53.93,54.47,53.5,54.22,10489800,48.13,0.005377448056793632,47.50714285714286,47.7042
2016-11-15,2016,11,15,Tuesday,46,2016-46,54.09,54.69,53.9,54.59,9588000,48.68,0.011487861454558379,47.58357142857143,47.6832
2016-11-16,2016,11,16,Wednesday,46,2016-46,54.33,55.52,54.26,55.44,10779200,49.44,0.015570376824494359,47.71714285714285,47.672
2016-11-17,2016,11,17,Thursday,46,2016-46,55.22,55.9,55.06,55.85,8744500,49.81,0.007395636623770185,47.88071428571429,47.686400000000006
2016-11-18,2016,11,18,Friday,46,2016-46,55.72,56.12,55.42,55.77,8741000,49.74,-0.0014324870039178483,48.06857142857143,47.71620000000001
2016-11-21,2016,11,21,Monday,47,2016-47,55.51,56.16,55.51,56.1,8004000,50.03,0.005917255521191933,48.31285714285714,47.7454
2016-11-22,2016,11,22,Tuesday,47,2016-47,56.32,57.15,55.88,57.12,10268700,50.94,0.01818167400774917,48.59214285714285,47.8058
2016-11-23,2016,11,23,Wednesday,47,2016-47,56.91,57.64,56.9,57.59,8183600,51.36,0.008228295511729877,48.97785714285714,47.876000000000005
2016-11-25,2016,11,25,Friday,47,2016-47,57.7,57.7,57.26,57.43,3228800,51.22,-0.0027781904068687746,49.291428571428575,47.9398
2016-11-28,2016,11,28,Monday,48,2016-48,57.0,57.86,56.76,57.59,8750900,51.36,0.002785930251567814,49.505,48.0128
2016-11-29,2016,11,29,Tuesday,48,2016-48,57.64,58.21,57.5,58.17,10582900,51.88,0.010071302306926766,49.74714285714286,48.1092
2016-11-30,2016,11,30,Wednesday,48,2016-48,58.19,58.25,57.86,57.97,9528000,51.7,-0.003438313960662076,49.97928571428571,48.1968
2016-12-01,2016,12,1,Thursday,48,2016-48,57.34,58.52,57.2,58.51,12381600,52.18,0.009315159947815399,50.31,48.282
2016-12-02,2016,12,2,Friday,48,2016-48,56.65,57.75,56.57,57.21,16870000,51.02,-0.022218333016056024,50.535000000000004,48.336800000000004
2016-12-05,2016,12,5,Monday,49,2016-49,56.96,57.84,56.96,57.5,7701200,51.28,0.0050688742143716325,50.76,48.396
2016-12-06,2016,12,6,Tuesday,49,2016-49,57.66,57.7,57.14,57.44,7035700,51.23,-0.0010433126892561706,50.942142857142855,48.4612
2016-12-07,2016,12,7,Wednesday,49,2016-49,57.54,58.85,57.45,58.76,9094800,52.4,0.022980649030701628,51.153571428571425,48.547
2016-12-08,2016,12,8,Thursday,49,2016-49,59.0,59.25,58.41,58.65,7972500,52.31,-0.0018719789443861767,51.332142857142856,48.634800000000006
2016-12-09,2016,12,9,Friday,49,2016-49,58.92,58.95,58.43,58.75,7091300,52.39,0.0017048316252683549,51.52142857142858,48.733599999999996
2016-12-12,2016,12,12,Monday,50,2016-50,58.54,58.79,58.34,58.77,7736200,52.41,0.00034037146284893183,51.69142857142857,48.820600000000006
2016-12-13,2016,12,13,Tuesday,50,2016-50,58.99,59.54,58.66,59.31,8878100,52.89,0.009188503740519494,51.830714285714286,48.9226
2016-12-14,2016,12,14,Wednesday,50,2016-50,59.03,59.25,58.6,58.75,9022900,52.39,-0.00944200152373631,51.90428571428571,49.02
2016-12-15,2016,12,15,Thursday,50,2016-50,57.97,58.21,57.52,57.71,11837800,51.47,-0.017702228337340364,51.92214285714285,49.1022
2016-12-16,2016,12,16,Friday,50,2016-50,58.01,58.07,57.56,57.66,10611500,51.42,-0.0008663005099225352,51.92642857142857,49.18719999999999
2016-12-19,2016,12,19,Monday,51,2016-51,57.44,57.98,57.44,57.65,6433800,51.41,-0.0001732916345391633,51.892857142857146,49.2662
2016-12-20,2016,12,20,Tuesday,51,2016-51,57.81,58.06,57.32,57.7,4888300,51.46,0.0008672019160353983,51.87571428571429,49.349000000000004
2016-12-21,2016,12,21,Wednesday,51,2016-51,57.5,57.87,57.41,57.44,5380500,51.23,-0.004506091322165839,51.80785714285714,49.434000000000005
2016-12-22,2016,12,22,Thursday,51,2016-51,57.31,57.4,56.72,57.11,6777700,50.93,-0.005745367042445437,51.80142857142857,49.5088
2016-12-23,2016,12,23,Friday,51,2016-51,57.29,57.36,56.89,57.01,4298500,50.84,-0.0017506542296866767,51.769999999999996,49.58560000000001
2016-12-27,2016,12,27,Tuesday,52,2016-52,56.99,57.39,56.81,56.86,4186200,50.71,-0.0026311868228927615,51.73285714285714,49.65740000000001
2016-12-28,2016,12,28,Wednesday,52,2016-52,56.8,56.9,56.25,56.35,5548700,50.25,-0.008969515622986535,51.57928571428572,49.72560000000001
2016-12-29,2016,12,29,Thursday,52,2016-52,56.35,56.47,56.14,56.32,3780900,50.23,-0.000532416207071229,51.43071428571428,49.796200000000006
2016-12-30,2016,12,30,Friday,52,2016-52,56.28,56.45,55.4,55.52,8344500,49.51,-0.014204265396004723,51.225,49.8428
2017-01-03,2017,1,3,Tuesday,01,2017-01,55.91,55.95,55.04,55.35,7809300,49.36,-0.003062204657922507,51.00714285714286,49.878600000000006
2017-01-04,2017,1,4,Wednesday,01,2017-01,55.56,56.2,55.38,55.99,7796300,49.93,0.011562723891909155,50.79571428571428,49.925
2017-01-05,2017,1,5,Thursday,01,2017-01,56.08,56.53,55.81,56.46,7602300,50.35,0.008394513565586514,50.65,49.97
2017-01-06,2017,1,6,Friday,01,2017-01,56.63,57.27,56.08,57.13,8587800,50.95,0.011866854975089547,50.612857142857145,50.0362
2017-01-09,2017,1,9,Monday,02,2017-02,57.26,58.34,57.25,58.2,12640500,51.9,0.018729195148941447,50.64714285714285,50.12200000000001
2017-01-10,2017,1,10,Tuesday,02,2017-02,58.22,58.26,57.83,57.88,6671800,51.62,-0.005498290070887202,50.662142857142854,50.203
2017-01-11,2017,1,11,Wednesday,02,2017-02,57.8,58.12,57.59,58.1,6028000,51.82,0.0038008809010021682,50.68785714285713,50.288999999999994
2017-01-12,2017,1,12,Thursday,02,2017-02,58.0,58.13,57.64,58.03,4733000,51.75,-0.0012048856249473605,50.72500000000001,50.38179999999999
2017-01-13,2017,1,13,Friday,02,2017-02,58.03,58.1,57.65,57.85,4745600,51.59,-0.003101793764215932,50.77214285714285,50.4814
2017-01-17,2017,1,17,Tuesday,03,2017-03,57.62,58.25,57.41,58.0,5734700,51.73,0.0025929815961081015,50.83571428571429,50.5754
2017-01-18,2017,1,18,Wednesday,03,2017-03,58.32,58.58,58.03,58.45,7375700,52.13,0.00775845755356297,50.93714285714286,50.6988
2017-01-19,2017,1,19,Thursday,03,2017-03,58.31,58.45,57.72,57.89,7850500,51.63,-0.00958056199055446,51.035714285714285,50.7948
2017-01-20,2017,1,20,Friday,03,2017-03,58.14,58.2,57.41,57.66,7651600,51.42,-0.00397319656901074,51.12071428571429,50.8558
2017-01-23,2017,1,23,Monday,04,2017-04,57.42,57.9,57.15,57.76,6814400,51.51,0.0017342516405214337,51.26357142857143,50.916199999999996
2017-01-24,2017,1,24,Tuesday,04,2017-04,57.93,58.5,57.76,58.44,10704100,52.12,0.011772909393267472,51.46071428571429,50.9896
2017-01-25,2017,1,25,Wednesday,04,2017-04,58.67,58.93,58.45,58.7,7117600,52.35,0.004449106021436666,51.63357142857143,51.08559999999999
2017-01-26,2017,1,26,Thursday,04,2017-04,58.7,59.0,58.26,58.46,12382400,52.14,-0.004088664932487829,51.761428571428574,51.17100000000001
2017-01-27,2017,1,27,Friday,04,2017-04,55.75,56.59,55.65,56.12,28884900,50.05,-0.040027376500637035,51.69714285714286,51.209399999999995
2017-01-30,2017,1,30,Monday,05,2017-05,56.0,56.24,55.58,55.9,13322000,49.85,-0.00391992947633002,51.550714285714285,51.2328
2017-01-31,2017,1,31,Tuesday,05,2017-05,55.8,55.87,54.88,55.22,14308000,49.25,-0.012164863478429044,51.38142857142857,51.229
2017-02-01,2017,2,1,Wednesday,05,2017-05,55.49,55.5,53.81,53.9,18796900,48.07,-0.02390445962249388,51.113571428571426,51.1942
2017-02-02,2017,2,2,Thursday,05,2017-05,54.04,54.39,53.85,53.87,15289700,48.04,-0.0005566169687230005,50.848571428571425,51.160199999999996
2017-02-03,2017,2,3,Friday,05,2017-05,54.21,55.1,54.01,55.06,14161700,49.1,0.022090403999138974,50.67071428571428,51.1416
2017-02-06,2017,2,6,Monday,06,2017-06,55.01,55.75,54.9,55.73,13029800,49.7,0.012168513523591606,50.52571428571429,51.116800000000005
2017-02-07,2017,2,7,Tuesday,06,2017-06,55.79,55.84,55.18,55.24,9910500,49.49,-0.0043257491754712385,50.33714285714286,51.07939999999999
2017-02-08,2017,2,8,Wednesday,06,2017-06,55.19,55.5,55.1,55.22,11681900,49.47,-0.00036222508106897866,50.182857142857145,51.0444
2017-02-09,2017,2,9,Thursday,06,2017-06,55.23,56.12,55.21,55.81,11106800,50.0,0.010684538080111272,50.08142857142857,51.0172
2017-02-10,2017,2,10,Friday,06,2017-06,55.73,56.4,55.56,56.22,11179000,50.36,0.007346456944036905,49.99928571428571,50.986799999999995
2017-02-13,2017,2,13,Monday,07,2017-07,56.5,56.66,56.03,56.11,8027900,50.27,-0.0019565635618060684,49.86714285714286,50.9582
2017-02-14,2017,2,14,Tuesday,07,2017-07,56.02,56.61,56.02,56.58,8865900,50.69,0.00837624426003436,49.74857142857143,50.9284
2017-02-15,2017,2,15,Wednesday,07,2017-07,56.56,56.88,56.31,56.86,6967200,50.94,0.004948792759030152,49.66285714285714,50.92679999999999
2017-02-16,2017,2,16,Thursday,07,2017-07,56.96,56.99,56.53,56.73,8524500,50.82,-0.002286371257714581,49.71785714285714,50.9176
2017-02-17,2017,2,17,Friday,07,2017-07,56.8,57.57,56.71,57.35,11008400,51.38,0.010928949033391477,49.82714285714285,50.92060000000001
2017-02-21,2017,2,21,Tuesday,08,2017-08,57.41,57.81,57.4,57.54,8289200,51.55,0.00331301174597054,49.99142857142857,50.9036
2017-02-22,2017,2,22,Wednesday,08,2017-08,57.52,57.85,57.35,57.57,7876600,51.57,0.0005215083142353638,50.24142857142857,50.8888
2017-02-23,2017,2,23,Thursday,08,2017-08,57.6,57.79,57.39,57.64,7178600,51.64,0.0012157746708063577,50.498571428571424,50.8738
2017-02-24,2017,2,24,Friday,08,2017-08,57.61,57.71,57.15,57.48,7806200,51.49,-0.002775813499374835,50.669285714285714,50.8554
2017-02-27,2017,2,27,Monday,09,2017-09,57.24,57.3,56.66,56.78,7702400,50.87,-0.012178117525634802,50.75285714285714,50.815
2017-02-28,2017,2,28,Tuesday,09,2017-09,56.71,57.06,56.55,56.87,8750700,50.95,0.0015850160301478233,50.857142857142854,50.7862
2017-03-01,2017,3,1,Wednesday,09,2017-09,57.27,57.4,56.94,57.14,7198000,51.19,0.004747598066248138,50.98,50.78059999999999
2017-03-02,2017,3,2,Thursday,09,2017-09,57.07,57.19,56.85,57.12,6595400,51.17,-0.0003500315341374849,51.06357142857143,50.775600000000004
2017-03-03,2017,3,3,Friday,09,2017-09,56.7,57.26,56.7,57.1,7735900,51.15,-0.0003501540991139862,51.12,50.7704
2017-03-06,2017,3,6,Monday,10,2017-10,56.78,56.81,56.33,56.68,9160000,50.78,-0.007355364301616207,51.15642857142857,50.75679999999999
2017-03-07,2017,3,7,Tuesday,10,2017-10,56.58,56.75,56.02,56.2,10890300,50.35,-0.008468558458619158,51.13214285714286,50.739200000000004
2017-03-08,2017,3,8,Wednesday,10,2017-10,56.15,56.35,55.54,55.74,13061600,49.93,-0.008185077136057206,51.059999999999995,50.7192
2017-03-09,2017,3,9,Thursday,10,2017-10,55.75,55.8,54.81,55.19,17844200,49.44,-0.009867214829989535,50.96142857142858,50.6912
2017-03-10,2017,3,10,Friday,10,2017-10,55.39,55.4,54.42,54.53,13886400,48.85,-0.011958934187515702,50.78071428571429,50.653999999999996
2017-03-13,2017,3,13,Monday,11,2017-11,54.57,54.88,54.4,54.63,9090200,48.94,0.0018340827821272665,50.59428571428571,50.6278
2017-03-14,2017,3,14,Tuesday,11,2017-11,54.62,54.74,54.19,54.27,7892900,48.62,-0.00658958139945276,50.38357142857143,50.5956
2017-03-15,2017,3,15,Wednesday,11,2017-11,54.39,54.65,54.09,54.54,8712000,48.86,0.00497489054950484,50.185,50.5826
2017-03-16,2017,3,16,Thursday,11,2017-11,54.85,54.99,54.66,54.8,8074300,49.09,0.004766943569853188,50.01357142857143,50.57719999999999
2017-03-17,2017,3,17,Friday,11,2017-11,55.04,56.13,54.95,55.78,15822100,49.97,0.017883463878234584,49.94928571428572,50.578
2017-03-20,2017,3,20,Monday,12,2017-12,55.87,56.05,55.51,55.81,7948400,50.0,0.0005377341422247994,49.88142857142857,50.571000000000005
2017-03-21,2017,3,21,Tuesday,12,2017-12,56.05,56.45,55.49,55.54,8030600,49.76,-0.004837769239490752,49.77928571428572,50.5472
2017-03-22,2017,3,22,Wednesday,12,2017-12,55.68,56.04,55.51,55.89,8452100,50.07,0.006301747873656449,49.700714285714284,50.510600000000004
2017-03-23,2017,3,23,Thursday,12,2017-12,56.15,56.43,55.78,55.85,7357200,50.03,-0.0007157201368173105,49.62071428571429,50.4788
2017-03-24,2017,3,24,Friday,12,2017-12,56.11,57.38,55.9,56.81,15763000,50.89,0.017188900023848985,49.62857142857143,50.46020000000001
2017-03-27,2017,3,27,Monday,13,2017-13,56.66,57.45,56.46,57.23,8861800,51.27,0.007392835553070354,49.69428571428572,50.4506
2017-03-28,2017,3,28,Tuesday,13,2017-13,57.1,57.52,57.03,57.35,8331600,51.38,0.002096961106553774,49.79785714285714,50.446400000000004
2017-03-29,2017,3,29,Wednesday,13,2017-13,57.17,57.85,57.13,57.54,7001600,51.55,0.00331301174597054,49.94857142857143,50.4428
2017-03-30,2017,3,30,Thursday,13,2017-13,57.45,58.3,57.42,58.16,8677900,52.1,0.010775248343635635,50.18071428571428,50.4422
2017-03-31,2017,3,31,Friday,13,2017-13,58.11,58.66,58.06,58.39,9156700,52.31,0.003954582737817569,50.42142857142858,50.455799999999996
2017-04-03,2017,4,3,Monday,14,2017-14,58.28,58.47,57.89,58.44,8989000,52.35,0.0008562358120536295,50.68785714285714,50.4744
2017-04-04,2017,4,4,Tuesday,14,2017-14,58.37,58.41,58.01,58.32,6474800,52.25,-0.002053397366746146,50.93,50.489200000000004
2017-04-05,2017,4,5,Wednesday,14,2017-14,57.96,59.27,57.81,58.22,13656200,52.16,-0.0017144541900994126,51.14928571428572,50.49
2017-04-06,2017,4,6,Thursday,14,2017-14,58.13,58.36,57.73,57.92,9112500,51.89,-0.005153146592963065,51.28642857142857,50.4808
2017-04-07,2017,4,7,Friday,14,2017-14,57.8,58.25,57.55,58.02,6773800,51.98,0.0017264414771775982,51.42785714285714,50.477599999999995
2017-04-10,2017,4,10,Monday,15,2017-15,58.0,58.21,57.73,57.95,5266300,51.91,-0.0012062720864265408,51.58142857142857,50.51480000000001
2017-04-11,2017,4,11,Tuesday,15,2017-15,57.74,58.16,57.38,57.88,5855100,51.85,-0.0012079493782576334,51.70857142857143,50.55480000000001
2017-04-12,2017,4,12,Wednesday,15,2017-15,57.88,57.9,57.48,57.58,5450300,51.58,-0.005183123874615392,51.81928571428572,50.601400000000005
2017-04-13,2017,4,13,Thursday,15,2017-15,57.61,57.79,57.45,57.51,4871700,51.52,-0.0012159333264458727,51.86428571428571,50.6704
2017-04-17,2017,4,17,Monday,16,2017-16,57.68,58.25,57.68,58.08,5626000,52.03,0.009911606826786379,51.91857142857143,50.75020000000001
2017-04-18,2017,4,18,Tuesday,16,2017-16,57.59,58.48,57.59,58.35,5449300,52.27,0.004648542502593944,51.982142857142854,50.81360000000001
2017-04-19,2017,4,19,Wednesday,16,2017-16,58.6,59.49,58.5,59.04,12000600,52.89,0.011825192651975236,52.07785714285715,50.877399999999994
2017-04-20,2017,4,20,Thursday,16,2017-16,59.71,60.34,59.56,60.08,12445900,53.82,0.017615305545161775,52.20071428571429,50.964000000000006
2017-04-21,2017,4,21,Friday,16,2017-16,60.2,60.69,60.15,60.61,8800000,54.3,0.008821534054601399,52.34285714285714,51.060599999999994
2017-04-24,2017,4,24,Monday,17,2017-17,61.0,61.38,60.89,61.11,10721300,54.75,0.008249653340044238,52.51428571428572,51.15559999999999
2017-04-25,2017,4,25,Tuesday,17,2017-17,60.65,61.21,59.92,60.96,11031500,54.61,-0.0024547226723615756,52.682857142857145,51.2406
2017-04-26,2017,4,26,Wednesday,17,2017-17,61.23,61.75,60.98,61.56,8525400,55.15,0.009842563686601524,52.896428571428565,51.33820000000001
2017-04-27,2017,4,27,Thursday,17,2017-17,61.63,61.94,61.19,61.3,15285300,54.92,-0.004223621165114877,53.11285714285714,51.42280000000001
2017-04-28,2017,4,28,Friday,17,2017-17,59.41,60.18,58.99,60.06,25046100,53.8,-0.020228291321683023,53.24285714285714,51.48
2017-05-01,2017,5,1,Monday,18,2017-18,60.0,60.6,59.76,60.18,10910300,53.91,0.0019979399523331054,53.385714285714286,51.5418
2017-05-02,2017,5,2,Tuesday,18,2017-18,60.15,60.52,60.04,60.5,9152100,54.2,0.005317381495464346,53.55357142857143,51.5982
2017-05-03,2017,5,3,Wednesday,18,2017-18,60.52,60.67,60.26,60.59,7706400,54.28,0.0014874868180332346,53.746428571428574,51.6528
2017-05-04,2017,5,4,Thursday,18,2017-18,60.65,60.85,60.39,60.83,6874300,54.49,0.0039611382142275,53.95857142857143,51.7112
2017-05-05,2017,5,5,Friday,18,2017-18,60.95,60.99,60.58,60.95,6443300,54.6,0.0019727197519920914,54.14214285714286,51.7704
2017-05-08,2017,5,8,Monday,19,2017-19,61.07,61.07,60.7,60.94,5588400,54.59,-0.00016411040319530557,54.30785714285714,51.8324
2017-05-09,2017,5,9,Tuesday,19,2017-19,60.58,61.08,60.57,60.98,5806600,54.85,0.004778360088395273,54.44785714285714,51.912
2017-05-10,2017,5,10,Wednesday,19,2017-19,60.88,60.98,60.21,60.66,7198400,54.57,-0.005247583898544961,54.50142857142857,51.98440000000001
2017-05-11,2017,5,11,Thursday,19,2017-19,60.45,60.51,60.03,60.27,5516900,54.22,-0.006429200218790232,54.49571428571429,52.045
2017-05-12,2017,5,12,Friday,19,2017-19,60.28,60.34,59.83,59.93,5647500,53.91,-0.005641230305229006,54.43571428571429,52.099799999999995
2017-05-15,2017,5,15,Monday,20,2017-20,60.42,60.49,60.13,60.45,5904100,54.38,0.008676636399132853,54.419285714285714,52.16439999999999
2017-05-16,2017,5,16,Tuesday,20,2017-20,60.68,60.7,59.88,59.98,6303500,53.95,-0.007775108540461928,54.333571428571425,52.22780000000001
2017-05-17,2017,5,17,Wednesday,20,2017-20,59.97,60.32,59.55,59.73,7581200,53.73,-0.004167844747942184,54.24857142857143,52.2954
2017-05-18,2017,5,18,Thursday,20,2017-20,59.73,59.94,58.87,59.82,8602400,53.81,0.0015065163809073745,54.24928571428571,52.373000000000005
2017-05-19,2017,5,19,Friday,20,2017-20,59.94,61.92,59.94,61.36,12531000,55.2,0.025744236631835005,54.34142857142857,52.4882
2017-05-22,2017,5,22,Monday,21,2017-21,61.03,61.72,61.03,61.23,6391600,55.08,-0.002118917588971869,54.40428571428571,52.6128
2017-05-23,2017,5,23,Tuesday,21,2017-21,61.4,61.5,60.86,61.15,5622500,55.01,-0.001306297230859066,54.45642857142857,52.7342
2017-05-24,2017,5,24,Wednesday,21,2017-21,61.4,62.0,60.94,61.89,7249300,55.67,0.012101394901127938,54.54071428571428,52.87520000000001
2017-05-25,2017,5,25,Thursday,21,2017-21,62.01,63.11,61.9,62.9,8931800,56.58,0.016319132628275,54.68214285714286,53.0296
2017-05-26,2017,5,26,Friday,21,2017-21,63.01,63.42,62.97,63.3,6098000,56.94,0.0063593549277045636,54.85000000000001,53.186600000000006
2017-05-30,2017,5,30,Tuesday,22,2017-22,63.07,63.41,63.01,63.26,7094600,56.9,-0.0006319571054341777,54.996428571428574,53.325199999999995
2017-05-31,2017,5,31,Wednesday,22,2017-22,63.27,63.61,63.08,63.61,7314600,57.22,0.005532668870518842,55.185714285714276,53.4696
2017-06-01,2017,6,1,Thursday,22,2017-22,63.51,63.82,63.35,63.75,6058300,57.35,0.002200970749836051,55.40928571428571,53.6214
2017-06-02,2017,6,2,Friday,22,2017-22,63.88,64.68,63.7,64.57,7840400,58.08,0.012862775223097866,55.707142857142856,53.7816
2017-06-05,2017,6,5,Monday,23,2017-23,64.85,64.87,64.18,64.27,6808900,57.81,-0.0046462914194435045,55.95214285714285,53.93719999999999
2017-06-06,2017,6,6,Tuesday,23,2017-23,64.22,64.35,64.05,64.16,5448400,57.71,-0.001711141860740284,56.22071428571429,54.0736
2017-06-07,2017,6,7,Wednesday,23,2017-23,64.13,64.3,63.34,63.5,8365000,57.12,-0.0102871592637509,56.462857142857146,54.1906
2017-06-08,2017,6,8,Thursday,23,2017-23,63.44,63.58,62.02,62.24,11289300,55.99,-0.01984211761806698,56.61857142857143,54.282799999999995
2017-06-09,2017,6,9,Friday,23,2017-23,62.37,62.48,61.87,62.19,11240500,55.94,-0.0008035188853511288,56.67142857142858,54.3706
2017-06-12,2017,6,12,Monday,24,2017-24,61.8,61.99,60.63,61.29,11071600,55.13,-0.014471902297322203,56.675000000000004,54.4312
2017-06-13,2017,6,13,Tuesday,24,2017-24,61.12,61.26,60.59,60.92,9384900,54.8,-0.006037015580026672,56.660000000000004,54.480999999999995
2017-06-14,2017,6,14,Wednesday,24,2017-24,60.67,60.82,59.86,60.27,9703300,54.22,-0.010669510532932525,56.556428571428576,54.5184
2017-06-15,2017,6,15,Thursday,24,2017-24,59.92,60.28,59.51,60.09,7516000,54.05,-0.002986670276723835,56.37571428571429,54.554399999999994
2017-06-16,2017,6,16,Friday,24,2017-24,59.89,60.16,59.47,60.14,11522400,54.1,0.0008321276503999719,56.17285714285714,54.593199999999996
2017-06-19,2017,6,19,Monday,25,2017-25,60.35,61.0,60.11,60.9,6778000,54.78,0.012637034241531175,56.021428571428565,54.651
2017-06-20,2017,6,20,Tuesday,25,2017-25,60.98,61.0,59.7,59.86,6985700,53.85,-0.017077087585678274,55.78071428571428,54.6884
2017-06-21,2017,6,21,Wednesday,25,2017-25,60.0,60.31,59.71,59.96,6027600,53.94,0.0016707915750562297,55.537142857142854,54.729
2017-06-22,2017,6,22,Thursday,25,2017-25,60.09,60.1,59.4,59.51,5602000,53.53,-0.007505030925347267,55.21214285714286,54.7626
2017-06-23,2017,6,23,Friday,25,2017-25,59.76,60.17,59.58,59.81,6469500,53.8,0.0050412119773946,54.925714285714285,54.806999999999995
2017-06-26,2017,6,26,Monday,26,2017-26,60.02,60.15,59.33,59.64,5674600,53.65,-0.0028424500332466796,54.635714285714286,54.8496
